question,options,right_answer
"习近平总书记在19大报告中指出,要坚持中国特色社会主义文化发展道路,激发全民族文化()活力,建设社会主义文化强国","['创新创造', '传统与现代', '不断变化', '历久弥新']",['创新创造']
确立和维护无产阶级政党的领导核心始终是马克思主义建党学说的一个基本观点,"['正确', '错误']",['正确']
习近平总书记访英期待共同开启中英全面战略伙伴关系的“()时代”.,"['黄金', '白金', '友好', '和平']",['黄金']
"习近平在纪念邓小平同志诞辰110周年座谈会上提出,社会主义的本质是解放发展生产力,消灭剥削,消除两极分化,最终达到同步富裕.","['正确', '错误']",['错误']
"中国是农业大国,有着悠久农耕历史和灿烂的农耕文化.","['正确', '错误']",['正确']
"总书记在十八届中央纪委二次全会上强调,要加强对权力运行的制约和监督,把权力关进()的笼子里,形成不敢腐的惩戒机制、不能腐的防范机制、不易腐的保障机制","['.法律', '制度', '改革', '纪律']",['制度']
习近平总书记发表“一带一路”倡议和()国集团合作可以相互补充、相互促进.,"['十七', '十八', '十九', '二十']",['二十']
"经济发展应着力构建市场机制有效、微观主体有活力、宏观调控有度的经济体制,不断增强我国经济创新力和竞争力.","['正确', '错误']",['正确']
"中俄在国际事务中的协作有力维护了地区及世界和平、安全、稳定,在动荡多变的国际局势中发挥了()器作用","['指挥', '导航', '稳定', '枢纽']",['稳定']
"《党章》规定,中国共产党党员永远是劳动人民的普通一员.除了法律和政策规定范围内的个人利益和工作职权以外,所有共产党员都不得谋求任何().","['私利和特权', '政治权力', '经济利益', '物质享受']",['私利和特权']
"()是时代前进的号角,最能代表一个时代的风貌,最能引领一个时代的风气.","['文化', '文艺', '科技', '经济']",['文艺']
"金砖国家要坚定奉行多边主义,敦促各方切实遵守共同制定的国际规则,坚持大小国家一律平等,大家的事商量着办,反对霸权主义和强权政治","['正确', '错误']",['正确']
爱国主义是中华民族精神的(),"['关键', '核心', '要求', '保证']",['核心']
()同志在任职期间形成和贯彻了科学发展观,"['胡锦涛', '江泽民', '邓小平', '习近平']",['胡锦涛']
()中国特色社会主义文化是激励全党全国各族人民奋勇前进的强大精神力量.,"['中国特色社会主义道路', '中国特色社会主义理论体系', '中国特色社会主义制度', '中国特色社会主义文化']",['中国特色社会主义文化']
"经济发展应着力构建市场机制有效、微观主体有活力、宏观调控有度的经济体制,不断增强我国经济()和竞争力.","['创新力', '发展力', '持久力', '爆发力']",['创新力']
"调整和增选中央委员会及后补中央委员的数额,不得超过党的全国代表大会选举出的中央委员及候补中央委员各自总数的().","['二分之一', '三分之一', '四分之一', '五分之一']",['五分之一']
"改革开放以来,我们党经受着执政和()的双重考验","['改革开放', '国外敌对势力', '经济建设', '文化发展']",['改革开放']
"党的十三届五中全会提出,要在重大创新领域组建一批国家实验室,这是一项对我国科技创新具有战略意义的举措.","['正确', '错误']",['错误']
预备党员的预备期为(),"['1年', '2年', '3年']",['1年']
()是推进文明交流互鉴最深厚的力量,"['文化典籍', '民间外交', '互联网', '商业往来']",['民间外交']
"按照“一个国家、两种制度”的方针,促进()长期繁荣稳定,完成祖国统一大业.","['.香港、澳门', '台湾', '香港、澳门、台湾', '钓鱼岛']",['.香港、澳门']
"邓小平同志突出强调,“改革是中国的第三次革命”","['正确', '错误']",['错误']
"我国经济即将由高速增长阶段转向高质量发展阶段,正处在转变发展方式、优化经济结构、转换增长动力的攻关期,建设现代化经济体系是跨越关口的迫切要求和我国发展的战略目标.","['正确', '错误']",['错误']
"习近平指出必须始终把人民利益摆在至高无上的地位,让改革发展成果更多更公平惠及全体人民","['正确', '错误']",['正确']
习近平总书记于哪一年首次提出构建人类命运共同体的倡议,"['2012', '2013', '2014', '2011']",['2013']
共享是中国特色社会主义的(),"['必要条件', '本质要求', '必由之路', '内在要求']",['本质要求']
"培育和践行(),倡导社会主义荣辱观","['毛泽东思想', '.社会主义核心价值观', '习近平新时代中国特色社会主义思想', '三个代表重要思想']",['.社会主义核心价值观']
以下哪场革命为中国送来了马克思列宁主义(),"['十月革命', '英国大宪章运动', '二月革命', '巴黎公社运动']",['十月革命']
"中国将加入新的联合国维和能力待命机制,决定为此率先组建常备成建制维和警队,并建设()人规模的维和待命部队","['7000', '8000', '9000', '10000']",['8000']
"区域发展协调性增强,“一带一路”建设、京津冀协同发展、长江经济带发展成效显著.","['正确', '错误']",['正确']
"建立中国—拉共体论坛,推动中拉整体合作,顺应区域和跨区域合作潮流,是中国同拉美和加勒比国家的共同愿望.","['正确', '错误']",['正确']
".党的思想路线是一切从实际出发,理论联系实际,()在实践中检验真理和发展真理.","['实事求是', '开拓创新', '解放思想', '求真务实']",['实事求是']
"发展中国特色社会主义文化,就是以()为指导,坚守中华文化立场,立足当代中国现实,结合当代时代条件,发展面向现代化,面向世界,面向未来的,民族的科学的大众的社会主义文化.","['毛泽东思想', '邓小平理论', '“三个代表”思想', '马克思主义']",['马克思主义']
"2016年习近平在致《大辞海》出版暨《辞海》第一版面世80周年的贺信中写道,《辞海》和《大辞海》是大型综合性词典,全面反映了人类文明优秀成果.","['正确', '错误']",['正确']
"中国特色社会主义进入新时代,我国社会主要矛盾已经转化为人民日益增长的()需要和()的发展之间的矛盾.","['美好生活不充分不平衡', '幸福生活不平衡不充分', '幸福生活不充分不平衡', '美好生活不平衡不充分']",['美好生活不平衡不充分']
党的()大进一步提出要在本世纪头二十年全面建设惠及十几亿人口的更高水平的小康社会,"['十六', '十七', '十八', '十九']",['十六']
"中国是世界上最大的发展中国家,非洲是发展中国家最集中的大陆","['正确', '错误']",['正确']
"伦敦是世界历史文化名城,()城则是伦敦的心脏,在这里可以感受到现代英国金融发展.","['文化', '访谈', '金融', '社交']",['金融']
()是引领发展的第一动力,"['协调', '绿色', '开放', '创新']",['创新']
目前我国反腐败斗争压倒性态势正在形成,"['正确', '错误']",['正确']
"今年是马克思主义诞辰()周年,在世界人民心中马克思至今依然是最伟大的思想家","['100', '150', '200', '110']",['200']
"改革生态环境监管体制,设立国有自然资源资产管理和自然生态()机构","['监督', '监察', '问责', '监管']",['监管']
统筹城乡发展最基本的是要消除城乡二元结构,"['正确', '错误']",['错误']
"习近平总书记提出,要把人民对美好生活的向往作为奋斗目标","['正确', '错误']",['正确']
"《党章》中关于党员权利,下列说法中,错误的应该是().","['党员只能向所在的党组织提出请求、申诉和控告', '党员可以向党的上级组织直至中央提出请求、申诉和控告,并要求有关组织给以负责的答复', '对党的决议和政策如有不同意见,在坚决执行的前提下,可以声明保留,并且可以把自己的意见向党的上级组织直至中央提出', '.在党组织讨论决定对党员的党纪处分或作出鉴定时,本人有权参加和进行申辩,其他党员可以为他作证和辩护.']",['党员只能向所在的党组织提出请求、申诉和控告']
"金砖国家要顺应历史大势,把握发展机遇,合力克服挑战,为构建新型国际关系、构建人类命运共同体发挥建设性作用","['正确', '错误']",['正确']
"《党章》规定,党的民主集中制的基本原则之一是“四个服从”,即党员个人服从党的组织,(),下级组织服从上级组织,全党各个组织和全体党员服从党的全国代表大会和中央委员会.","['委员服从党委书记', '少数服从多数', '普通党员服从党组织书记', '以上都不是']",['少数服从多数']
"凡是成立党的新组织,或是撤销党的原有组织,必须由()决定.","['上级党组织', '上级党委和政府', '党中央', '上级党组织和纪委']",['上级党组织']
全面建成小康社会需要突出抓重点、()、强弱项.,"['补短板', '找突破', '展优势', '破难点']",['补短板']
"在《亚洲基础设施投资银行协定》谈判过程中,()个意向创始成员国秉承开放、包容、专业、透明的原则","['54', '55', '56', '57']",['57']
"五四运动源于北大,爱国、()、民主、科学的五四精神始终激励北大师生同人民一起开拓、同祖国一起奋斗.","['自由', '诚信', '进步', '敬业']",['进步']
"《中共中央关于加强和改进新形势下党的建设若干重大问题的决定》指出,要按照科学理论武装、具有世界眼光、善于把握规律、富有创新精神的要求,把()作为重大而紧迫的战略任务抓紧抓好.","['提高党的决策水平', '壮大党员队伍', '建设马克思主义学习型政党', '党风廉政建设']",['建设马克思主义学习型政党']
"坚持()国家安全观,坚决维护国家主权、安全、发展利益.","['全面', '总体', '综合', '统筹']",['总体']
"中国特色社会主义就是要建设社会主义市场经济、民主政治、先进文化,逐步实现全体人民共同().","['发展', '富裕', '进步', '提升']",['富裕']
"《联合国防治荒漠化公约》第十三次缔约方大会高级别会议11日在内蒙古鄂尔多斯市开幕.《联合国防治荒漠化公约》是联合国里约可持续发展大会框架下的三大环境公约之一,旨在推动国际社会在防治荒漠化和缓解干旱影响方面加强合作.","['正确', '错误']",['正确']
"我们应该坚持解放和发展社会生产力,坚持社会主义市场经济改革方向,推动经济持续健康发展.","['正确', '错误']",['正确']
"确保农村稳定,为人民群众营造良好的生产生活环境,是统筹城乡发展的必然要求","['正确', '错误']",['正确']
"习近平在纪念邓小平同志诞辰110周年座谈会上提出,社会主义的本质是()","['解放发展生产力', '消灭剥削,消除两极分化', '最终达到共同富裕', '以上都有']",['以上都有']
"党的十九大报告指出,全面推进中国特色大国外交,形成全方位、多层次、()的外交布局,为我国发展营造了良好外部条件.","['多元化', '层次化', '多角度', '立体化']",['立体化']
"非洲是发展中国家最集中的大陆,也是全球最具发展潜力的地区","['正确', '错误']",['正确']
"首个中英文化交流年是()年,两国艺术家的交流精彩纷呈","['2012', '2013', '2014', '2015']",['2015']
《中国共产党廉洁自律准则》从()开始施行,"['2016年1月26日', '2016年3月8日', '2016年1月1日', '.2016年2月18日']",['2016年1月1日']
增进民生福祉是()的根本目的,"['发展', '改革', '创新', '实践']",['发展']
"党的十八大报告指出,关乎党的命脉,关乎国家前途、民族命运、人民幸福.","['道路', '中国梦', '党建', '反腐']",['道路']
"中国始终是维护地区和世界和平,促进共同发展的唯一力量","['正确', '错误']",['错误']
意识形态决定文化前进方向和发展道路,"['正确', '错误']",['正确']
"中国将高举和平、发展、合作、共赢的旗帜,恪守维护世界和平、促进共同发展的外交政策宗旨,坚定不移在和平共处五项原则基础上发展同各国的友好合作,推动建设相互尊重、公平正义、合作共赢的新型国际关系.","['正确', '错误']",['正确']
"调整经济(),转变经济发展方式,推进供给侧结构性改革.","['供给侧', '结构', '市场', '规范']",['结构']
以()为中心是新时代坚持和发展中国特色社会主义基本立场,"['公民', '人民', '世界各国', '经济发展']",['人民']
"完善中国特色社会主义法律体系,加强法律(),实现国家各项工作法治化.","['保障工作', '规范制度', '监督职能', '实施工作']",['实施工作']
"习近平在庆祝香港回归祖国二十周年大会指出,中华人民共和国()和香港特别行政区基本法共同构成香港特别行政区的宪制基础","['商法', '刑法', '民法', '宪法']",['宪法']
"习近平总书记在第十八届中央纪律检查委员会第六次全体会议上的讲话上强调,强化()监督,发挥巡视利剑作用.","['国内', '国外', '党内', '党外']",['党内']
"中俄互设文化中心,成立联合大学,制定了2020年互派留学生规模达到()万人的目标.","['5', '10', '15', '20']",['10']
"我国需要坚持陆海统筹,加快建设海洋强国.","['正确', '错误']",['正确']
"中国要坚持()主义,不搞单边主义；要奉行双赢、多赢、共赢的新理念,扔掉我赢你输、赢者通吃的旧思维.","['独裁', '多变', '形式', '现实']",['多变']
".生活奢靡、贪图享乐、追求低级趣味,造成不良影响的,给予警告或者严重警告处分;情节严重的,给予()处分.","['开除党籍', '留党察看', '撤销党内职务', '撤销党内职务']",['撤销党内职务']
"《中国共产党纪律处分条例》规定,在案件的()过程中,涉嫌违纪的党员能够配合调查工作,如实坦白组织已掌握的其本人主要违纪事实的,可以从轻处分.","['审理', '处理', '.初核、立案调查', '结案']",['.初核、立案调查']
"中俄正在积极开展联合研制远程宽体客机和()型直升机等战略性大项目合作,致力于提升两国综合国力和国际竞争力.","['中', '小', '轻', '重']",['重']
"习近平总书记在()报刊上发表文章《弘扬红船精神,走在时代前列》","['人民日报', '中国日报', '中国青年报', '光明日报']",['光明日报']
马克思主义的第二次飞跃发生在()以后,"['十一届三中全会', '八七会议', '遵义会议', '十九大']",['十一届三中全会']
党内政治生活正常开展的根本保证是(),"['党在社会主义初级阶段的基本路线', '坚定理想信念', '纪律严明', '坚决维护党中央权威']",['党在社会主义初级阶段的基本路线']
经济建设要显著增强我国经济质量优势.,"['正确', '错误']",['正确']
"推动中华优秀传统文化创造性转化、创新性发展,继承革命文化,发展社会主义先进文化,提高国家文化().","['硬实力', '软实力', '综合实力', '国际影响力']",['软实力']
"习近平在二〇二二年新年贺词中指出,七月一日,我们隆重庆祝中国共产党成立一百周年.站在天安门城楼上感慨系之,历史征程风云激荡,中国共产党人带领亿万人民经千难而百折不挠、历万险而矢志不渝,成就了百年大党的恢宏气象.(),方得始终.我们唯有()、(),方能不负历史、不负时代、不负人民.","['不忘初心', '踔厉奋发', '笃行不怠']","['不忘初心', '踔厉奋发', '笃行不怠']"
国际刑警组织是全球覆盖范围最大、成员数量最多、代表性最广的国际执法合作组织.,"['正确', '错误']",['正确']
党章总纲指出:()是我们党执政兴国的第一要务.,"['发展', '开放', '改革']",['发展']
留党察看最长不超过()年.,"['1年', '2年', '3年', '半年']",['2年']
"共产党员有权参加党的有关会议,阅读党的有关文件,().","['接受党的教育和培训', '接受党的培训和轮训', '接受党的教育和考察', '接收党的培训和考察']",['接收党的培训和考察']
"要深化文化体制改革,完善文化管理体制,加快构建把()放在首位、()和()相统一的体制机制.","['社会效益社会效益经济效益', '社会效益经济效益生态效益', '生态效益经济效益社会效益', '经济效益社会效益生态效益']",['社会效益社会效益经济效益']
"习近平总书记多次提出中俄关系处于历史最好时期,这体现在()方面？","['四', '五', '六', '七']",['五']
"凡是成立党的新组织,或是撤销党的原有组织,必须由()党组织决定.","['上级', '同级', '下级', '本级']",['上级']
"《党章》规定,党的各级领导干部要正确行使人民赋予的权力,(),依法办事,清正廉洁,勤政为民,以身作则,艰苦朴素,密切联系群众,坚持党的群众路线,自觉地接受党和群众的批评和监督","['追求卓越', '坚持原则', '稳重为先', '量力而为']",['坚持原则']
和平共处五项原则已经成为国际关系基本准则和国际法基本原则,"['正确', '错误']",['正确']
"中国将继续高举和平、()、合作、共赢的旗帜,始终不渝走和平发展道路、奉行互利共赢的开放战略","['绿色', '协调', '开放', '发展']",['发展']
"党的十六大闭幕不久,()同志带领中央书记处的同志去西柏坡重温毛泽东同志的两个务必重要讲话","['胡锦涛', '邓小平', '江泽民', '习近平']",['胡锦涛']
"全面建设小康社会新的目标要求中提到,要使我国现行标准下农村贫困人口实现脱贫,贫困县全部摘帽,解決区域性()贫困.","['整体', '部分', '个别']",['整体']
中共一大参会的有几个代表？(),"['10', '7', '12', '13']",['13']
"人类只有一个地球,各国共处一个世界.共同发展是持续发展的重要基础,符合各国人民长远利益和根本利益.","['正确', '错误']",['正确']
"严重触犯刑律的中央委员会委员、候补委员,由()决定开除其党籍.","['中央政治局', '中央委员会', '国家主席', '全国人民代表大会']",['中央政治局']
"中国人民正在努力实现中华民族伟大复兴的中国梦,同时愿意支持和帮助亚洲各国人民实现各自的美好梦想,同各方一道努力实现持久和平、共同发展的亚洲梦,为促进人类和平与发展的崇高事业作出新的更大的贡献.","['正确', '错误']",['正确']
"发展社会主义民主政治就是要体现党意志、保障党权益、激发人民创造活力,用制度体系保证人民当家作主","['正确', '错误']",['错误']
"我国正在加强国家创新体系建设,强化战略创新力量.","['正确', '错误']",['错误']
"“领导和团结全国各族人民,以经济建设为中心,坚持四项基本原则,坚持改革开放,自力更生,艰苦创业,为把我国建设成为富强民主文明和谐美丽的社会主义现代化强国而奋斗.”是中国共产党在社会主义初级阶段的().","['总路线', '总方针', '基本国策', '基本路线']",['基本路线']
要实行最()的生态环境保护制度.,"['严厉', '严格', '严密', '严苛']",['严格']
我国需要深化改革加快()等老工业基地振兴.,"['西北', '东北', '中北', '东南']",['东北']
"中国特色社会主义道路是实现社会主义现代化、创造人民美好生活的必由之路,中国特色社会主义理论体系是指导党和人民实现中华民族伟大复兴的正确理论,中国特色社会主义制度是当代中国发展进步的根本制度保障,中国特色社会主义文化是激励全党全国各族人民奋勇前进的强大精神力量.","['正确', '错误']",['正确']
党的各级代表大会由党的()委员会召集.,"['同级', '上级', '下级', '地方']",['同级']
"改革开放压茬拓展改革广度和深度,推出五百多项改革举措.","['正确', '错误']",['错误']
"习近平总书记同中非合作论坛前任和新任非方共同主席国元首会晤中提出,非洲是发展中国家最集中的大陆","['正确', '错误']",['正确']
"文艺工作者应该牢记,()是自己的中心任务,()是自己的立身之本,要静下心来、精益求精搞创作,把最好的精神食粮奉献给人民.","['创作；声望', '创作；作品', '创新；声望', '创新；作品']",['创作；作品']
"习近平在纪念邓小平同志诞辰110周年座谈会上提出,()问题是一个政党、一个国家的根本性问题","['人民问题', '和平问题', '经济问题', '战略问题']",['战略问题']
"追认党员必须由所在单位党组织讨论决定后,经上级党委审查,报()批准.","['中央', '省一级党委', '市级党委', '县级党委']",['省一级党委']
"在十九大会议中,在生态文明领域,提到要加大对什么的保护力度？","['生态文明', '生态系统', '生态环境', '绿色生态']",['生态系统']
"习近平总书记在纪念新华社成立会议上指出,1937年红色中华通讯社在()正式改名为新华社","['瑞金', '延安', '西柏坡', '遵义']",['延安']
"工作是党的一项极端重要的工作,事关党的前途命运,事关国家长治久安,事关民族凝聚力和向心力","['思想政治', '意识形态', '思想宣传', '理论创新']",['意识形态']
"十九大胜利闭幕,习近平新时代中国特色社会主义思想写入党章,该思想的内核是().","['“八个坚持、十四个明确”', '“十四个明确、十四个坚持”', '“八个明确、八个坚持”', '“八个明确、十四个坚持”']",['“八个明确、十四个坚持”']
"当前,国际形势继续发生深刻复杂变化.世界各国相互联系日益紧密、相互依存日益加深,遍布全球的众多发展中国家、几十亿人口正在努力走向现代化,和平、发展、合作、共赢的时代潮流更加强劲.","['正确', '错误']",['正确']
发展是党执政兴国的第一要务,"['正确', '错误']",['正确']
"中国是茶的故乡,()国则将下午茶文化发挥到极致","['英', '美', '俄', '日']",['英']
"&nbsp;全面贯彻党的宗教工作基本方针,团结信教群众为()发展作贡献.","['经济', '社会', '社会经济', '经济社会']",['经济社会']
"现在,我们比历史上任何时期都更接近的目标,比历史上任何时期都更有信心、有能力实现这个目标.","['中华民族伟大复兴', '全面建成小康社会', '四个现代化', '实现社会主义现代化']",['中华民族伟大复兴']
"“橘生淮南则为橘,生于淮北则为枳,叶徒相似,其实味不同.所以然者何？水土异也.”世界是多向度发展的,世界历史更不是单线式前进的.","['正确', '错误']",['正确']
共同富裕是中国特色社会主义的,"['基本原则', '一般原则', '根本原则', '重要原则']",['根本原则']
"习近平在中国文联十大、中国作协九大开幕式上讲话中说道,对文艺来讲,()是灵魂,一切表现形式都是表达一定()的载体.","['思想和价值观念', '思想和道德观念', '精神和价值观念', '精神和道德观念']",['思想和价值观念']
"始终做到“三个代表’,是我们党的立党之本、执政之基、().","['凝聚之源', '力量之源', '发展之源', '强国之源']",['力量之源']
"众所周知,现在中国仍然是世界上最大的()国家.","['发展中', '发达', '贸易', '交际']",['发展中']
"在新时代,中国共产党人把马克思主义基本原理同新时代中国具体实际结合起来,团结带领人民进行伟大斗争、建设伟大工程、推进伟大()、实现伟大梦想.","['任务', '使命', '目标', '事业']",['事业']
"党的十八届五中全会首次提出来的着力践行以人民为中心的发展思想,体现了我们党全心全意为人民服务的根本宗旨,体现了人民是推动发展的根本力量的唯物史观.","['正确', '错误']",['正确']
"实施共建“一带一路”倡议,发起创办亚洲基础设施投资银行,设立丝路基金,举办首届“一带一路”国际合作高峰论坛、亚太经合组织领导人非正式会议、二十国集团领导人____峰会、金砖国家领导人____会晤、亚信峰会.","['北京南京', '杭州厦门', '南京北京', '厦门杭州']",['杭州厦门']
48、习近平新时代中国特色社会主义思想写入().,"['《中华人民共和国宪法》', '《中国共产党党章》', '《中国共产党纪律处分条例》', '《中国共产党党内监督条例》']",['《中国共产党党章》']
&nbsp;新时代的新目标是分()步走全面建设社会主义现代化国家,"['三', '两', '五', '七']",['两']
"党的十九大报告指出,()是中国特色社会主义的本质要求和重要保障","['全面建成小康社会', '全面深化改革', '全面从严治党', '全面依法治国']",['全面依法治国']
"十九大代表、中央党校教授谢春涛认为,在道路自信、理论自信和制度自信的背后,是我们坚定的().","['文化自信', '文明自信', '精神自信', '经济自信']",['文化自信']
"习近平在庆祝中华人民共和国成立65周年招待会上的讲话提出,必须坚持抓好发展这第一要务","['正确', '错误']",['正确']
"19大报告中指出,要发展中国特色社会主义文化就要加强()建设,弘扬科学精神,普及科学知识,开展遗风易俗,弘扬时代新风行动,抵制腐朽落后文化侵蚀.","['文明', '经济', '思想道德建设', '社会主义现代化']",['思想道德建设']
"习近平指出,我国经济已由高速增长阶段转向高质量发展阶段,正处在转变发展方式、优化经济结构、转换增长动力的攻关期,()是跨越关口的迫切要求和我国发展的战略目标.","['建设现代化经济体系', '化供给侧结构性改革', '加快建设创新型国家']",['建设现代化经济体系']
中国民主革命的先行者()先生曾经到英国求学.,"['习近平', '周恩来', '周树人', '孙中山']",['孙中山']
"中国已成为世界第()大货物贸易国,第()大外汇储备国","['一；二', '三；二', '一；一', '二；一']",['一；一']
"大本钟,泰晤士河属于习近平见过的()国的建筑","['美', '俄', '英', '法']",['英']
"坚持人民群众主体地位,把人民群众满意作为检验工作的()","['唯一', '第一', '根本', '基本']",['第一']
"在现阶段,我国的主要矛盾是().","['人民日益增长的物质文化需要同落后的社会生产之间的矛盾', '阶级矛盾', '人民内部矛盾', '人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾']",['人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾']
以疏解北京()功能为“牛鼻子”推动京津冀协同发展.,"['非首都', '经济', '政治', '军事']",['非首都']
"强社会治安综合治理,依法坚决打击各种危害国家安全和利益、危害()的犯罪活动和犯罪分子,保持社会长期稳定.","['政治稳定和经济发展', '社会和谐和经济发展', '社会和谐和政治稳定', '社会稳定和经济发展']",['社会稳定和经济发展']
"完善中国特色社会主义法律体系,加强法律实施工作,实现国家各项工作().","['制度化', '规范化', '法治化', '法制化']",['法治化']
"《联合国防治荒漠化公约》第十三次缔约方大会高级别会议11日在内蒙古鄂尔多斯市开幕.习近平指出,土地荒漠化是影响人类生存和发展的全球重大生态问题.防治荒漠化是人类面临的共同挑战,需要国际社会携手应对.","['正确', '错误']",['正确']
"中国已经成为世界制造业大国,突出优势是处于全球产业链()游,高铁、核电、汽车等一大批产业和装备处于国际先进水平","['低', '中', '高', '上']",['中']
"违反公务接待管理规定,超标准、超范围接待或者借机大吃大喝,对直接责任者和领导责任者,情节较重的,给予()处分.","['警告严重警告', '撤销党内职务', '党内察看', '开出党籍']",['警告严重警告']
战略与经济对话和人文交流高层磋商是中美之间参与部门最多、讨论议题最小的平台.,"['正确', '错误']",['错误']
青年是中非关系的希望所在,"['正确', '错误']",['正确']
"习近平指出,()载人飞行任务,将首次实现我国航天员中期在轨驻留.","['天宫二号', '神州十一号', '天宫二号和神州十一号']",['天宫二号和神州十一号']
"《党章》规定,党员必须坚持()高于一切,个人利益服从党和人民的利益,吃苦在前,享受在后,克己奉公,多做贡献.","['个人利益', '.局部利益', '集体利益', '党和人民的利益']",['党和人民的利益']
"党的19大报告提出,我们要建设的现代化是人与自然和谐共生的现代化必须坚持(),保护优先,自然恢复为主的方针,形成节约资源和保护环境的空间格局.","['节约优先', '人工修复', '置之不理', '顺应自然']",['节约优先']
"第二次青藏高原综合科学考察研究2017年8月19日在拉萨启动.揭示青藏高原环境变化机理,优化生态安全屏障体系,对推动青藏高原可持续发展、推进国家生态文明建设、促进全球生态环境保护将产生十分重要的影响.","['正确', '错误']",['正确']
()成为科技为社会服务的基本方向,"['绿色科技', '人民利益', '环境保护', '经济发展']",['绿色科技']
"十九大报告中指出,发展必须是科学发展,必须坚定不移的贯彻创新,协调,(),开放,共享的发展理念.","['全面', '绿色', '可持续', '环保']",['绿色']
"中国主张多予少取、先予后取、只予不取,张开怀抱欢迎非洲搭乘中国发展快车.任何人都不能阻挡中非人民振兴的步伐","['正确', '错误']",['正确']
"中国共产党在社会主义初级阶段的基本路线是：领导和团结全国各族人民,以()为中心,坚持四项基本原则,坚持改革开放,自力更生,艰苦创业,为把我国建设成为富强民主文明和谐美丽的社会主义现代化强国而奋斗.","['复兴强国', '政治建设', '经济建设', '.阶级斗争']",['经济建设']
中国人民抗日战争的伟大胜利为中华民族由近代以来陷入深重危机走向伟大复兴确立了(),"['基本目标', '根本目标', '贡献', '历史转折点']",['历史转折点']
"习近平在庆祝中华人民共和国成立65周年招待会上的讲话提出,人民是历史的创造者,要充分发挥人民的()作用","['主导', '主体', '领导', '率领']",['主体']
"2008年1月29日,胡锦涛在中共中央政治局第()次集体学习时间明确强调“贯彻落实实现全面建设小康社会奋斗目标的新要求,必须全面推进经济建设、政治建设、文化建设、社会建设以及生态文明建设,促进现代化建设各个环节、各个方面相协调,促进生产关系与生产力、上层建筑和经济基础相协调”.","['四', '二', '三', '五']",['三']
"在经历君主立宪制、议会制、总统制等的失败尝试后,中国最终选择了()道路.","['社会主义', '人民主义', '开放主义', '人权主义']",['社会主义']
"改革开放应当大胆探索,勇于开拓,提高改革决策的(),更加注重改革的系统性、整体性、协同性,在实践中开创新路.","['科学性', '合理性', '民主性', '有效性']",['科学性']
"全面贯彻党的宗教工作基本方针,团结信教群众为()发展作贡献.","['经济', '社会', '社会经济', '经济社会']",['经济社会']
"党的十九大主题是：不忘初心,牢记使命,高举中国特色社会主义伟大旗帜,决胜(),夺取新时代中国特色社会主义伟大胜利,为实现中华民族伟大复兴的中国梦不懈奋斗.","['全面建成小康社会', '全面深化改革', '全面从严治党', '全面依法治国']",['全面建成小康社会']
"习近平总书记强调,()是解决我国一切问题的基础和关键","['开放', '创新', '发展', '协调']",['发展']
"习近平总书记在2015年表示,()年前,我们的先辈取得了世界反法西斯战争的胜利,建立了联合国这一最具普遍性、代表性、权威性的国际组织","['40', '50', '60', '70']",['70']
"2017年,中国共产党召开第()次全国代表大会,为中国特色社会主义事业绘就新的蓝图.","['十九', '十八', '十七']",['十九']
"党的十八大强调,依法治国是党领导人民治国的基本方略,法制是治国理政的基本方式","['正确', '错误']",['正确']
"利用职务上的便利,违反有关规定占用公物归个人使用,时间超过(),情节较重的,给予警告或者严重警告处分.","['一个月', '三个月', '六个月', '一年']",['六个月']
"坚持党对人民军队的绝对领导.建设一支听党指挥、能打胜仗、作风优良的人民军队,是实现“两个一百年”奋斗目标、实现中华民族伟大复兴的战略支撑.","['正确', '错误']",['正确']
"经济建设需要促进我国产业迈向全球价值链中高端,培育若干世界级先进制造业集群.","['正确', '错误']",['正确']
"党章是最根本的党内法规,是制度其他党内法规的基础和依据","['正确', '错误']",['正确']
"依靠人民群众创造伟业,关键是在思想上牢固树立人民群众的()地位","['领导', '基础', '重要', '主体']",['重要']
对党员要进行共产主义()教育.,"['崇高理想', '远大抱负', '坚定信念', '远大理想']",['远大理想']
"20年前,在(),第四次世界妇女大会通过了《北京宣言》和《行动纲领》,达成促进男女平等、保障妇女权利的战略目标和政策框架","['北京', '上海', '福建', '重庆']",['北京']
"党的十九大报告指出,适应世界新军事革命发展趋势和国家安全需求,提高建设质量和效益,确保到()年基本实现机械化","['2035', '2030', '2025', '2020']",['2020']
"习近平在纪念邓小平同志诞辰110周年座谈会上提出,战略问题是一个政党、一个国家的根本性问题","['正确', '错误']",['正确']
"习近平在中共中央政治局党史学习教育专题民主生活会上指出,召开中国共产党第二十次全国代表大会,是中央政治局明年工作的首要政治任务.中央政治局的同志要以强烈的政治责任感和历史使命感,认真履行职责,做好各方面工作.","['正确', '错误']",['正确']
"中国共产党以马克思列宁主义、毛泽东思想、邓小平理论、“三个代表”重要思想、科学发展观,作为()行动指南","['习近平新时代中国特色社会主义思想', '习近平新时代中国特色社会主义战略', '习近平新时代中国特色社会主义理念', '习近平治国理政新方针']",['习近平新时代中国特色社会主义思想']
"党中央权威和集中统一领导,最关键的是()领导","['政治', '经济', '文化', '生态']",['政治']
