question,options,right_answer
"大学生适应新的学习生活环境,很重要的一点就是()","['勇于尝试,不怕失败', '培养优良学风', '培养自信心', '培养和提高独立生活能力']",['培养和提高独立生活能力']
".一个坚定的社会主义者,一定有社会主义信念.()","['正确', '错误']",['正确']
"职业生活是否顺利不仅取决于个人的专业知识和技能,还取决于个人的社会交往.","['对', '错']",['错']
爱国主义是调节个人与祖国之间关系的,"['情感需要', '思想原则', '思维方法', '道德要求、政治原则和法律规范']",['道德要求、政治原则和法律规范']
"爱因斯坦说：“一个人对社会的价值,首先取决于他的感情、思想和行动对增进人类利益有多大作用,而不应看他取得什么.”他的意思是说,贡献是().","['一个人社会价值的实质', '一个人人生实践的全部内容', '只有能力大的人才可能实现的社会价值', '衡量一个人自我价值实现程度的最根本的标志']","['一个人社会价值的实质', '衡量一个人自我价值实现程度的最根本的标志']"
"我国选举法第40条规定：“选民如果在选举期间外出,经选举委员会同意,可以书面委托其他选民代为投票.每一选民接受的委托不得超过()人,并应当按照委托人的意愿代为投票.”","['二', '三', '四', '五']",['三']
法律是最基本、最底层的()要求.,"['社会', '文化', '生存', '道德']",['道德']
"孔子说,“仁远乎哉？我欲仁,斯仁至矣”,反映的是中华民族优良道德传统","['推崇“仁爱”原则,追求人际和谐', '重视道德践履,强调修养的重要性,倡导道德主体要在完善自身中发挥自己的能动作用', '讲求谦敬礼让,强调克骄防矜', '追求精神境界,把道德理想的实现看成是一种高层次的需要']","['重视道德践履,强调修养的重要性,倡导道德主体要在完善自身中发挥自己的能动作用']"
"经济全球化的条件下,各国的联系与合作日益加强,爱国主义已经过时了.()","['正确', '错误']",['错误']
社会主义法治理念将服务大局作为社会主义法治的重要使命.(),"['正确', '错误']",['正确']
下列维护社会主义法律权威不包括().,"['树立法律信仰', '宣传法律知识', '维护社会秩序', '敢于同违法犯罪行为作斗争']",['维护社会秩序']
"在人的生命历程中,理想和信念是如影随形,相互依存,表现在()","['理想是实现信念的重要保障', '信念是理想的根据和前提', '理想是信念的根据和前提,信念是实现理想的重要保障', '信念产生理想,理想包含在信念中']","['理想是信念的根据和前提,信念是实现理想的重要保障']"
"国民党军队主力基本上被消灭,是在()之后.","['辽沈战役', '三大战役', '挺进大别山', '淮海战役']",['三大战役']
"“实践”一词,在马克思主义理论赋予意义之前,曾一度专属于以下哪个范畴？()","['审美', '生产', '劳动', '道德']",['道德']
道德境界是人们在道德认识、道德情操、道德意志、道德信念和道德行为方面达到的程度和水平.(),"['正确', '错误']",['正确']
"《公民道德建设实施纲要》提出和倡导公民基本道德规范具有重要意义,其主要表现在().","['有利于对公民进行道德教育', '体现了社会主义道德建设的要求', '有利于培养社会主义“四有”公民', '奠定了深入进行公民道德教育的基础']","['有利于对公民进行道德教育', '体现了社会主义道德建设的要求', '有利于培养社会主义“四有”公民', '奠定了深入进行公民道德教育的基础']"
下列()群体属于法律上的特定,"['妇女', '儿童', '老人', '残疾人']","['妇女', '儿童', '老人', '残疾人']"
"在我国的刑罚中,短期剥夺犯罪分子的人身自由,就近执行并实行劳动改造的是管制.()","['正确', '错误']",['错误']
"从业人员干一行爱一行,爱岗敬业,精益求精,尽职尽责.这是职业道德建设中的要求.","['对', '错']",['对']
"马克思把社会性看成人的本质,下列属于马克思主义观的人生态度是","['人为自由的理想而活,甚至可以为此抛弃生命和爱情', '人为灵魂而活,活着就是为了请求神的宽恕', '人为社会而活,应该超越自我', '人为权力和名望而活']","['人为社会而活,应该超越自我']"
百团大战的直接指挥者是(),"['毛泽东', '朱德', '彭德怀', '贺龙']",['彭德怀']
"当公民遇到法与理、法与情的冲突,遇到合理不合法或合情不合法的情况时,可以不遵守或执行有效的法律.()","['正确', '错误']",['错误']
"下列关于我国社会主义法律本质和特征的说法中,不正确的是()","['我国社会主义法律具有先进性和科学性', '我国杜会主义法律是阶级性和人民性的统一', '我国社会主义法律以习惯法为主成文法为辅', '我国社会主义法律是建设中国特色社会主义事业的制度保障']",['我国社会主义法律以习惯法为主成文法为辅']
"自然人被宣告死亡后,即使其仍然活着,其所从事的民事行为也均为无效的民事行为.()","['正确', '错误']",['错误']
爱国主义是中华民族继往开来的,"['思想基础', '行动指南', '精神支柱', '情感纽带']",['精神支柱']
"对于违法犯罪行为的制裁和惩罚,体现了法律的()","['教育作用', '指引作用', '评价作用', '强制作用']",['强制作用']
"公民有劳动的权利,但没有劳动的义务.()","['正确', '错误']",['错误']
爱国主义是制约人们行为、调整个人与国家和民族关系的道德原则和法律规范.(),"['正确', '错误']",['正确']
"法律权利和法律义务的关系,下列说法正确的是().","['法律义务是目的', '法律权利是目的', '法律义务决定法律权利', '法律权利是手段']",['法律权利是目的']
法律关系主体之间权利义务所指向的对象称为法律关系的客体.(),"['正确', '错误']",['正确']
"公民甲持刀抢劫公民乙的财物乙在争夺甲手中所持刀具时,将甲撞倒在水泥地上,甲头部着地,当即昏迷乙的行为属于","['正当防卫', '紧急避险', '防卫过当', '故意杀人']",['正当防卫']
"当今时代,任何一个具有爱国情怀的人,都应该大力弘扬以改革创新为核心的时代精神.下列选项中,体现了这一时代精神要求的是().","['解放思想、实事求是', '艰苦奋斗、务求实效', '与时俱进、勇于创新', '明哲保身、畏葸不前']","['解放思想、实事求是', '艰苦奋斗、务求实效', '与时俱进、勇于创新']"
"说辛亥革命失败了,主要是指它()","['没有推翻清政府的统治', '没有完成反帝反封建的任务', '没能打击帝国主义的在华势力', '没能促进中国革命的向前发展']",['没有完成反帝反封建的任务']
社会主义思想道德为社会主义法律提供了思想基础和价值目标.(),"['正确', '错误']",['正确']
以下哪种社会形态下没有相应法律？().,"['原始社会', '奴隶社会', '封建社会', '社会主义社会']",['原始社会']
科学理想信念的理论基础是(),"['哲学', '社会学', '逻辑学', '马克思主义']",['马克思主义']
规定在中国通商口岸可以投资设厂的条约是(),"['《南京条约》', '《天津条约》', '《马关条约》', '《北京条约》']",['《马关条约》']
"在大革命失败的危急关头,中共八七会议确定总方针是()","['推翻北洋军阀黑暗统治', '开辟农村革命根据地', '土地革命和武装反抗国民党反动统治', '建立工农民主统一战线']",['土地革命和武装反抗国民党反动统治']
红军是()年开始长征,"['1932', '1933', '1934', '1935']",['1934']
坚定的信念是实现理想不可或缺的重要条件.(),"['正确', '错误']",['正确']
中华传统美德中或多或少地存在着与今天的现实生活不相适应的地方.(),"['正确', '错误']",['正确']
社会理想是对社会成员个人理想的总和.(),"['正确', '错误']",['错误']
"在坚持集体主义价值取向的过程中,我们每个人具体的价值选择应该().","['强求一致', '不受任何约束', '在不违反集体主义原则前提下作出不同选择', '因人而异,搞多元化']",['在不违反集体主义原则前提下作出不同选择']
社会关系的形成是道德赖以产生的主观条件.(),"['对', '错']",['对']
"根据《中华人民共和国民法通则》的规定,法人成立的必备条件有().","['A、依法成立', 'B、有独立的财产和经费', 'C、能够独立承担民事责任', 'D、以生产经营为其活动内容', 'E、有自己的名称、组织机构和场所']","['A、依法成立', 'B、有独立的财产和经费', 'C、能够独立承担民事责任', 'E、有自己的名称、组织机构和场所']"
"下列选项中,属于科学人生观的做人标准的有().","['做一个“主观为自己,客观为他人”的人', '做一个为自己、家庭和蝇头小利而活着的人', '做一个为子孙后代造福的具有高尚道德品质的人', '做一个为人民幸福、社会发展、国家兴旺做出贡献的人']","['做一个为子孙后代造福的具有高尚道德品质的人', '做一个为人民幸福、社会发展、国家兴旺做出贡献的人']"
"在现代法治社会,人们做某些特定的事情可以超越法律界限.()","['正确', '错误']",['错误']
"下列有关社会主义法律与社会主义道德一致性的叙述中,错误的是()","['二者都是社会主义经济基础的产物', '二者都是由国家强制力保证实施的', '二者都是调整人们相互关系的行为规范', '二者都是工人阶级和广大人民群体意志和利益的体现']",['二者都是由国家强制力保证实施的']
"中国特色社会主义是我们共同的理想信念.确立和践行这一理想信念,需要().","['坚定对中国传统文化的信仰', '坚定对中国共产党领导的信任', '坚定实现中华民族伟大复兴的信心', '坚定走中国特色社会主义道路的信念']","['坚定对中国共产党领导的信任', '坚定实现中华民族伟大复兴的信心', '坚定走中国特色社会主义道路的信念']"
"大学生要提高自己的职业道德素质,只需要加强对道德知识的记忆和背诵.()","['正确', '错误']",['错误']
法治思维与人治思维的分水岭在于().,"['有没有法律或者法律的多寡与好坏', '是否强调集思广益', '最高的权威究竟是法律还是个人', '是否注重领导人的个人魅力、德行和才智']",['最高的权威究竟是法律还是个人']
"关于社会主义法律遵守,以下表述不恰当的是().","['守法就是要履行法律义务', '守法意味着一切组织和个人严格依法办事的活动和状态', '守法是法律实施和实现的基本途径', '在社会主义国家,一切组织和个人都是守法的主体']",['守法就是要履行法律义务']
科举制是清政府在下列哪次活动中废除的？(),"['洋务运动', '清末“新政”', '戊戌变法', '“预备仿行宪政”']",['清末“新政”']
现实中国的爱国主义应该是以下几个方面的内在一致性().,"['爱社会主义', '爱中国共产党', '爱人民政府', '爱专政对象']","['爱社会主义', '爱中国共产党', '爱人民政府']"
义利之辩、理欲之辩、公私之辩的核心是().,"['义利之辩', '公私之辩', '理欲之辩', '善恶之辩']",['公私之辩']
"养成助人为乐的美德和习惯,将是正在成长的一代有为青年,一生取之不竭、用之不竭的财富.()","['正确', '错误']",['正确']
"“横眉冷对千夫指,俯首甘为孺子牛”,这反映了鲁迅先生的精神是().","['爱祖国的大好河山', '爱自己的骨肉同胞', '爱祖国的灿烂文化', '爱自己的国家']",['爱自己的骨肉同胞']
保护非法利益而实施的防卫也是正当防卫.(),"['正确', '错误']",['错误']
"在我国,每个社会成员都要自觉遵守社会公德.因为遵守公德是().","['、宪法的要求', '精神文明建设的要求', '维护社会秩序的重要途径', '维护社会公共道德的必要条件']","['、宪法的要求', '精神文明建设的要求', '维护社会秩序的重要途径', '维护社会公共道德的必要条件']"
"孔子曾经说“吾十有五而志于学,()而立,四十而不惑”.","['二十', '三十', '五十', '六十']",['三十']
"大学生培养法治思维,积极参与法律实践是重要途径,以下不属于法律实践的是()","['积极参与地方立法讨论,发表自己的意见.', '收看《法治在线》、《今日说法》等法制电视节目.', '去法院旁听公开审判的案件.', '参与学校举办的模拟法庭,法律辩论,法律诊所等活动.']",['收看《法治在线》、《今日说法》等法制电视节目.']
我国公民的权利救济包括司法救济、行政救济、()、自力救济四种方式.,"['政治救济', '经济救济', '社会救济', '政治救济与社会救济']",['政治救济与社会救济']
无效的民事行为可以不经过人民法院或者仲裁机构的确认即为无效.(),"['正确', '错误']",['正确']
"八国联军侵华期间,成立的对天津实行殖民统治的机构是()","['联军司令部', '占领委员会', '都统衙门', '联军委员会']",['联军司令部']
"某市实行电视问政,市领导和政府部门负责人以电视台开设的专门栏目为平台,接受公众质询,以此“治庸问责”,推动政府积极解决市民关心的问题.对此,下列哪一说法是不正确的().","['社会主义法治是“治权之治”,电视问政有利于强化人民群众对官员的监督', '电视问政体现了高效便民的原则', '电视问政是“治庸问责”的有效法律手段', '电视问政有助于引导市民规范有序地参与国家和社会事务管理']",['电视问政是“治庸问责”的有效法律手段']
"《国有土地上房屋征收与补偿条例》自2011年1月21日实行,《城市房屋拆迁管理条例》同时废止,主要是因为拆迁条例与其上位法《物权法》以及《宪法》相冲突,许多强拆事件中,拆迁方都依靠此条例行侵犯人权之事实,这充分说明()","['宪法是国家根本大法,是一切法律的上位法,是人权保障的前提和基础,能够推动整个国家和法律体系加强人权保障.', '拆迁条例是一部恶法,早就该废止.', '法律需要不断的调整和修改乃至废除,因此当我们判断某法规属于恶法时,就不必遵守.', '当法规保护我们的利益时,我们可以遵守,与利益冲突时不必遵守.']","['宪法是国家根本大法,是一切法律的上位法,是人权保障的前提和基础,能够推动整个国家和法律体系加强人权保障.']"
"强调个人理想要符合社会理想,就是要排斥个人理想.()","['正确', '错误']",['错误']
"与普通法律相比,宪法的主要特征有().","['A、宪法具有一定的制定机关', 'B、宪法具有特别的制定和修改程序', 'C、宪法具有最高的法律地位或法律效力', 'D、宪法规定的是公民的基本权利和基本义务', 'E、宪法规定的是国家制度和社会制度的最基本的原则,以及国家机构的组织及其运作的原则']","['A、宪法具有一定的制定机关', 'B、宪法具有特别的制定和修改程序', 'C、宪法具有最高的法律地位或法律效力', 'D、宪法规定的是公民的基本权利和基本义务', 'E、宪法规定的是国家制度和社会制度的最基本的原则,以及国家机构的组织及其运作的原则']"
"朱熹说：“德者,得也,行道而有得于心者也.”这句话说明()","['道德是一种主观想象', '道德是一种客观行为', '个人品德的养成不依赖社会', '个人品德的形成离不开实践']",['个人品德的形成离不开实践']
"对大学生来说,在如何把握经济全球化趋势与爱国主义的相互关系问题上,需要着重树立以下观念().","['经济全球化意味工人无祖国', '人有地域和信仰的不同,但报效祖国之心不应有差别', '科学没有国界,但科学家有祖国', '经济全球化是世界经济发展的必然趋势,但不等于全球政治、文化一体化.']","['人有地域和信仰的不同,但报效祖国之心不应有差别', '科学没有国界,但科学家有祖国', '经济全球化是世界经济发展的必然趋势,但不等于全球政治、文化一体化.']"
"失恋后“看破红尘”是成熟的表现,是现实的人生态度.()","['对', '错']",['错']
"孟子强调“亲亲而仁民,仁民而爱物”,荀子强调“仁者自爱”.他们都是在崇尚中华传统美德中的().","['谦敬礼让', '诚信', '义利观', '“仁爱”原则']",['“仁爱”原则']
"公民被宣告死亡后,其权利能力应该终止.(","['正确', '错误']",['正确']
构建和谐社会的重要条件是().,"['有序的公共生活', '道德', '法律', '生产']",['有序的公共生活']
"法的内容受到多个方面因素的影响,其中决定法的本质、内容和发展方向的根本因素是()","['历史传统', '基本国情', '物质资料的生产方式', '统治阶级意志']",['物质资料的生产方式']
"“九一八”事变后,中国共产党及时发表宣言、通电,提出()","['国共两党亲密合作抵抗日寇', '抗日救国十大纲领', '以民族革命战争驱逐日本帝国主义', '建立广泛的抗日民族统一战线']",['以民族革命战争驱逐日本帝国主义']
非婚生子女与婚生子女享有同等权利义务.(),"['正确', '错误']",['正确']
"大学生应当正确使用网络,提高对网络内容和信息的学习力与分享力,积极运用网络传递各种能量,使网络成为提升各种能力的重要工具.()","['正确', '错误']",['错误']
爱国主义是爱国情感、爱国思想和爱国行为的高度统—.(),"['正确', '错误']",['正确']
"苏霍姆林斯基说：“一个人在努力向模范人物学习、作出高尚行为的时候,也对自己从情感和道德上作出了深刻的评价.”这句话体现的道德修养方法是()","['学习榜样', '省察克治', '积善成德', '慎独自律']",['学习榜样']
现阶段我国各族人民的共同理想是实现祖国的统一大业.(),"['正确', '错误']",['错误']
"党的十七大报告指出“发展社会主义民主政治是我们党始终不渝的奋斗目标”.下列选项中,作为社会主义民主政治本质和核心的是()","['党的领导', '依法治国', '人民当家作主', '多党合作与政治协商']",['人民当家作主']
"言论自由不是一种纯个人的权利,而是一切人的权利.()","['正确', '错误']",['正确']
个体的道德自律是维护网络道德规范的基本保障.(),"['正确', '错误']",['正确']
"权利意识只包含对自我权利的认识,不包括对他人权利的认同和尊重.()","['正确', '错误']",['错误']
"1945年8月蒋介石三次电邀毛泽东谈判,地点在()","['南京', '武汉', '重庆', '上海']",['重庆']
"在确立人生目的、端正人生态度、实现人生价值的过程中,还要正确认识人生面对的各种矛盾和问题,树立正确的得失观、幸福观、().","['自由观', '自主观', '生死观', '现实观']",['生死观']
"公民拥有对国家机关和国家工作人员的工作提出改进意见的权利,称为().","['批评权', '建议权', '申诉权', '检举权']",['建议权']
"诚实守信,要求从业者在职业活动中有可能就诚实劳动、合法经营、信守承诺、讲求信誉.()","['正确', '错误']",['错误']
维护国家荣誉是指国家的声誉和尊严不受损害.(),"['正确', '错误']",['正确']
"一般来说,证据就是以法律规定的形式表现出来的、能够证明案件真实情况的客观事实.下列选项中不是证据特征的为().","['客观性', '排他性', '关联性', '合法性']",['排他性']
商标使用许可未经备案不得对抗善意第三人.(),"['正确', '错误']",['正确']
"道德帮助人们正确认识社会道德生活的规律和原则,认识自己对()的道德义务和责任.","['社会道德底线', '社会良知和行为准则', '亲人、朋友和同事', '社会、他人和家庭']",['社会、他人和家庭']
"维护国家统一是整个社会共同体存在和发展的基础,也是以宪法为基础的整个法律制度存在的基础.()","['正确', '错误']",['正确']
"马克思中学毕业时即表示要“为人类福利而劳动”,毛泽东青年时期便立志“以天下为己任”,周恩来在南开读书时就决心“为中华崛起而读书”.这充分表现了革命领袖志存高远,在年轻时就().","['确立了理想信念', '完成了人生修养的过程', '实现了自己的人生价值', '达到了人生奋斗的目标']",['确立了理想信念']
"在职业活动中提倡(),并不是一个高不可攀的道德标准,在社会主义社会里,每个公民无论从事什么工作、能力如何,都能够在本职岗位上,通过不同的形式为人民服务.","['服务群众', '爱岗敬业', '办事公道', '诚实守信']",['服务群众']
"公民在行使法律权利时,只要在形式上符合相关法律的规定即可.()","['正确', '错误']",['错误']
"在我国,有权进行审判解释的是()","['最高人民法院', '各级人民法院', '最高人民检察院', '各级人民检察院']",['最高人民法院']
五四运动后期斗争的中心由北京转到(),"['上海', '南京', '广州', '天津']",['上海']
中华人民共和国是统一的多民族国家.(),"['正确', '错误']",['正确']
()被称为是“20世纪的最伟大创举”.,"['电脑', '手机', '互联网', '电灯']",['互联网']
理想信念对大学生成长成才的意义不包括().,"['引导大学生做什么人', '指引大学生走什么路', '提高人生的精神境界', '激励大学生为什么学']",['提高人生的精神境界']
我国公民的权利救济方式主要有().,"['司法救济', '行政救济', '自力救济', '政治救济与社会救济']","['司法救济', '行政救济', '自力救济', '政治救济与社会救济']"
"下列有关“国法”的理解,哪个是不正确的().","['“国法”是特定国家现行有效的法,主要强调法的国家强制力', '“国法”仅指国家立法机关创制的法律', '习惯法也属于“国法”的范畴', '尽管“国法”强调法的国家强制力,但是,自然法学依然有可能认为“国法”属于实在法']",['“国法”仅指国家立法机关创制的法律']
"“天生我材必有用,千金散尽还复来”的千古名句最确切表达的人生态度是","['人生当务实', '人生须进取', '人生应乐观', '人生须认真']",['人生应乐观']
"提出“以公灭私,民其允怀”的道德思想的是().","['《论语》', '《易传》', '《左传》', '《尚书》']",['《尚书》']
"如果每个家庭都风清气正,社会风气自然会得到改善,也会相应地“正”起来.()","['正确', '错误']",['正确']
法律是伴随人类诞生就产生的一种行为规范体系.(),"['对', '错']",['错']
"在1931年毛泽东制定的土地革命路线中,对富农的政策是()","['消灭富农', '联合富农', '限制富农', '保护富农']",['限制富农']
"与中共“一大”相比较,中共“二大”最重要的贡献是确定了()","['提出反帝反封建的民主革命阶段的纲领', '以工人运动为中心任务', '民主集中制的组织原则', '为共产主义奋斗的目标']",['提出反帝反封建的民主革命阶段的纲领']
信念有着绝对的稳定性.(),"['对', '错']",['错']
法律的权威源自人民的内心拥护和真诚信仰.(),"['正确', '错误']",['正确']
用益物权是对他人所有的物在一定范围内使用收益的权利.下列属于用益物权的是(),"['质权', '地上权', '抵押权', '留置权']",['地上权']
中华民国临时政府正式成立是在(),"['1910年', '1912年', '1914年', '1916年']",['1912年']
()的根本思想是正确处理集体利益和个人利益的关系.,"['为人民服务', '集体主义原则', '职业道德', '社会公德']",['集体主义原则']
"主张个人本身就是目的,具有最高价值,社会和他人只是达到个人目的的手段的是()人生观","['享乐主义', '拜金主义', '实用主义', '个人主义']",['个人主义']
社会主义核心价值观倡导的富强、民主、文明、和谐是()层面的价值要求.,"['民族', '国家', '社会', '个人']",['国家']
"爱情是人类特有的现象,是人的高度文明的体现.爱情最本质的属性是满足人的生理需求的自然属性.","['对', '错']",['错']
"中华民族自古以来就重视家庭、重视亲情.()等,都体现了中国人的这种观念.","['尊老爱幼', '贤妻良母', '天伦之乐', '勤俭持家']","['尊老爱幼', '贤妻良母', '天伦之乐', '勤俭持家']"
个人品德是决定人的综合素质的核心要素.,"['对', '错']",['对']
"培养法治思维的方法很多,对于大学生来说,可以积极参与法律实践,比如()","['运用新媒体学习法律知识', '收听收看法制广播电视节目,比如《今日说法》', '旁听法院庭审,参与模拟法庭活动等.', '订阅法制杂志和报纸,比如《民主与法制》']","['旁听法院庭审,参与模拟法庭活动等.']"
"依法治国的核心是确立和实现以宪法和法律为治理国家的最具有权威价值的取向.要树立宪法和法律权威,应().","['维护法制的稳定、统一和尊严', '确立宪法和法律是人们基本行为准则的观念', '制定更多维护本部门、本地区利益的相关规范性法律文件', '严格依法办事,做到有法可依、有法必依、执法必严、违法必究']","['维护法制的稳定、统一和尊严', '确立宪法和法律是人们基本行为准则的观念', '严格依法办事,做到有法可依、有法必依、执法必严、违法必究']"
"我国公民,可能因为()原因而不具有选举权和被选举权.","['家族出身', '宗教信仰', '犯罪', '教育程度']",['犯罪']
"法律权利的行使必须伴随着法律义务的履行,但法律义务不需要由法律加以规定.()","['正确', '错误']",['错误']
在中法战争期间指挥清军取得镇南关大捷的爱国将领是(),"['关天培', '陈化成', '邓世昌', '冯子材']",['冯子材']
"1927年,中共八七会议确定的总方针是()","['推翻北洋军阀黑暗统治', '开辟农村革命根据地', '开展土地革命和武装斗争', '建立工农民主统一战线']",['开展土地革命和武装斗争']
恋爱是缔结婚姻、组成家庭的前提和基础.(),"['正确', '错误']",['正确']
"当今中国,法治与德治已成为党和政府治国理政的基本方式.()","['正确', '错误']",['错误']
爱国主义精神的落脚点和归宿是,"['爱国体验', '爱国行为', '爱国情感', '爱国思想']",['爱国行为']
"""泰西各国,一切政事皆无足取法,唯武备则力讲求,武备也无足取法,唯船坚炮利四字则精益求精.""这一论述属于()","['洋务派的观点', '维新派的观点', '顽固派的观点', '立宪派的观点']",['洋务派的观点']
"坚定不移贯彻“一国两制”方针,就是().","['把坚持一国原则与尊重两制差异有机结合起来,求同存异,增进团结', '必须遵循宪法和基本法的规定,在法治的轨道上循序渐进,推进民主', '必须坚持发展这一永恒主题,把发挥祖国内地坚强后盾作用和提高港澳自身竞争力有机结合起来,发展经济,改善民生,维护港澳社会求稳定、谋发展、促和谐的主流', '防范和遏制外部势力干预港澳事务,促进港澳同胞在爱国爱港、爱国爱澳旗帜下的大团结']","['把坚持一国原则与尊重两制差异有机结合起来,求同存异,增进团结', '必须遵循宪法和基本法的规定,在法治的轨道上循序渐进,推进民主', '必须坚持发展这一永恒主题,把发挥祖国内地坚强后盾作用和提高港澳自身竞争力有机结合起来,发展经济,改善民生,维护港澳社会求稳定、谋发展、促和谐的主流', '防范和遏制外部势力干预港澳事务,促进港澳同胞在爱国爱港、爱国爱澳旗帜下的大团结']"
"“不矜细流,终累大德”是指人的矜持会拖累道德的形成.(","['正确', '错误']",['错误']
个人品德是经济社会发展进程中重要的经济技术推动力量.(),"['正确', '错误']",['错误']
"“人心齐,泰山移”,抗震救灾的伟大实践再一次证明,凝聚民族精神、实现中华民族伟大复兴的动力是：()","['社会主义', '自由主义', '爱国主义', '文化传统']",['爱国主义']
我国新时期的爱国统一战线不包括拥护祖国统一的爱国者.(),"['正确', '错误']",['错误']
普通地域管辖通常适用的原则是原告就被告.(),"['正确', '错误']",['正确']
"在我国,最低就业年龄为16周岁.所以,任何单位使用低于16周岁的公民从事任何工作都是违法的.()","['正确', '错误']",['错误']
"法治的核心是国家事务法律化、制度化,以法律约束公民的权利.()","['正确', '错误']",['错误']
"下列说法中,哪一项是错误的()?","['依法治国是社会主义法治的核心内容', '依法治国是我们党治国理政观念的重大转变', '依法治国是发展社会主义民主政治的必然要求', '依法治国是实现国家长治久安的唯一保障']",['依法治国是实现国家长治久安的唯一保障']
人生观不包括().,"['人生道路', '人生目的', '人生态度', '人生价值']",['人生道路']
()的形成是道德赖以产生的客观条件,"['法律关系', '伦理关系', '道德关系', '社会关系']",['社会关系']
"“没有比人更高的山,没有比脚更长的路.”2013年10月7日习近平在亚太经合组织工商领导人峰会上的演讲中引用的汪国真这句诗说明,无论是国家发展还是青年人进步都需要()","['立志须躬行', '立志做大事', '立志当高远', '立志需谨慎']",['立志须躬行']
"()是儒家最重要的经典文献之一,它开宗明义的道出了大学的理念.即：大学之道,在明明德,在新民,在止于至善.","['《大学》', '《中庸》', '《论语》', '《孟子》']",['《大学》']
"中国之所以落后,就是因为传统文化特别是儒家传统文化的失落.()","['正确', '错误']",['错误']
"大学生在学校内成立学生团体,是不用事先经学校批准的,只要成立后向学校通报一下即可.()","['正确', '错误']",['错误']
"对吃穿住用的构想以及对爱情婚姻家庭方面的追求目标,是人们的()","['道德理想', '职业理想', '生活理想', '社会理想']",['生活理想']
下列哪些人权是国际社会公认的权利().,"['安乐死的权利', '生命权', '自由权', '财产权']","['生命权', '自由权', '财产权']"
"法律在社会生活中的作用力、影响力和公信力,是法律应有的尊严和生命,是指().","['法律规范', '法律权威', '法律作用', '法律制度']",['法律权威']
"章炳麟的《驳康有为论革命书》一文,在当时的积极影响主要是()","['宣传了反帝反封建的主张', '批驳了“保皇”主张,宣传了革命的必要性', '论证了反满与反封建的区别', '阐述了推翻清朝后的建国方略']","['批驳了“保皇”主张,宣传了革命的必要性']"
"可撤销的民事行为被撤销后,自撤销之日起失去法律效力.()","['正确', '错误']",['错误']
中国传统道德是中国历史上不同时代人们的()的集中体现.,"['行为方式', '价值观念', '风俗习惯', '文化心理']","['行为方式', '价值观念', '风俗习惯', '文化心理']"
"在个人与社会的关系中,个人既是手段又是目的.()","['正确', '错误']",['正确']
"社会主义道德建设必须以集体主义为原则,这样做的目的是在现实中追求个人利益和集体利益的最大和谐发展.()","['正确', '错误']",['正确']
"从本质上说,尽管网络交往不是人与人之间的现实交往,网络生活也不是人的真实生活,但是也必须遵守道德规范.","['对', '错']",['错']
"人生实践中人们往往会遇到各种矛盾和挫折,这就需要端正人生态度.以下不正确的人生态度是().","['人生是一次冒险的游戏', '人生苦短,当及时享受', '人生就是选择,个人当为自己的行为负责', '人应面对现实,接受挑战']","['人生是一次冒险的游戏', '人生苦短,当及时享受']"
"网络的虚拟性与行为主体的隐匿性,使个体的道德力量成为维护网络道德规范的基本保障.","['对', '错']",['错']
"在公共场所人人都可能会遇到一些突发性灾祸,如车祸、溺水、意外病痛等,这就需要人们见义勇为,临危不惧,积极为他人排忧解难.这体现的是社会公德中()","['文明礼貌的要求', '保护环境的要求', '助人为乐的要求', '爱护公物的要求']",['助人为乐的要求']
"诚信是指一种真实无妄、表里如一的品格,也是道德的根本.()","['正确', '错误']",['正确']
公共生活与私人生活是两个截然分开的领域.(),"['正确', '错误']",['错误']
"在公共生活中,一个人的行为,其实也不一定与他人发生联系.(","['正确', '错误']",['错误']
"践行艰苦奋斗精神,就是().","['排斥适当享受', '模仿过去的生活方式', '适度抑制消费', '弘扬艰苦奋斗的精神']",['弘扬艰苦奋斗的精神']
"洋务运动创办新式学堂,主要培养军事、科技和翻译人才,从根本上反映了洋务运动()","['从引进西方技术的实际出发', '注重科技对经济和社会发展的促进作用', '把培养人才才作为维护封建统治的手段', '认识到培养人才是改革的关键']",['把培养人才才作为维护封建统治的手段']
青年大学生要做社会主义核心价值观的积极践行者.(),"['正确', '错误']",['正确']
协调个人与他人的关系应坚持的原则有().,"['平等原则', '诚信原则', '宽容原则', '互助原则']","['平等原则', '诚信原则', '宽容原则', '互助原则']"
下列语句和典故体现“自强不息”的民族精神的不包括().,"['富贵不能淫,贫贱不能移,威武不能屈', '大禹治水', '亲仁善邻', '愚公移山']",['亲仁善邻']
"“黄沙百战穿金甲,不破楼兰终不还”、“驱除鞑虏,恢复中华”等表明：","['爱国主义是主观的、现实的', '爱国主义是客观的、抽象的', '爱国主义是历史的、具体的', '爱国主义是客观的、具体的']",['爱国主义是历史的、具体的']
"当代世界各国的竞争,归根到底是()","['科学技术的竞争', '人才的竞争', '综合国力的竞争', '人口素质的竞争']",['人才的竞争']
理想信念是人的思想和行为的定向器.(),"['正确', '错误']",['正确']
培养优良学风应在()上下工夫.,"['、勤奋', '严谨', '求实', '创新']","['、勤奋', '严谨', '求实', '创新']"
